repo,infection_type,variant,status,branches,infected_files,file_count,first_commit_date,first_detected,last_scan,cleaned_date,cleaned_by,reinfected_count,skip_reason,notes,woff2_fake,fake_readme,gitignore_inject,js_config,npm_malicious,bat_script,node_mod,c2,ide_rce
branch8/project-me-eth-starter,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-me-insights,woff2,V1,CLEANED,production,public/fonts/fa-solid-400.woff2,1,,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-me-nftshop,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2022-06-20,2026-05-12,2026-05-22,2026-05-12,,0,,,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-me-nftshop-account,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2022-06-27,2026-05-12,2026-05-22,2026-05-12,,0,,,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-me-ocp-landingpage,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-me-whitelabel-bayc,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2022-08-11,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-me-whitelabelmarketplace,woff2,V1,CLEANED,develop,public/fonts/fa-solid-400.woff2,1,,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-netsuite-scandale,woff2,V1,CLEANED,master,public/fonts/fa-solid-400.woff2,1,2021-06-24,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-oc-id-full,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2023-09-18,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-open-campus-id,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2023-08-08,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-open-campus-labs,woff2,V1,CLEANED,prod,public/fonts/fa-solid-400.woff2,1,2023-08-07,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-opencampus-labs,woff2,V1,CLEANED,dev,public/fonts/fa-solid-400.woff2,1,2024-01-04,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-indicaid,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2025-11-04,2026-05-12,2026-05-22,2026-05-12,,0,,,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-indicaid-us,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2025-11-07,2026-05-12,2026-05-22,2026-05-12,,0,,,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-scandale-dataPreprocessing,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-theme-francfranc,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2021-12-10,2026-05-12,2026-05-22,2026-05-12,,0,,,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-theme-scandale,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2021-11-24,2026-05-12,2026-05-22,2026-05-12,,0,,,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/shopify-checkout-ui-custom-app,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2024-06-11,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/sim-agents,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2026-03-06,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/sml_laravel_otag,woff2,V1,CLEANED,staging,public/fonts/fa-solid-400.woff2,1,2025-09-28,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,1,,RE-INFECTED 2026-05-16,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/twitter-bot,woff2,V1,CLEANED,main,public/fonts/fa-solid-400.woff2,1,2022-09-27,2026-05-12,2026-05-22,2026-05-12,,0,,,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/link-ext-app-linkrsvpsystem-wetech-linkrsvpsystem_cms,history_only,V1,HISTORY,,(removed from all branches),0,2024-09-13,2026-05-12,2026-05-22,2024-09-13,,0,,Payload removed from branches; still exists in git commit history,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-HKAA-product-comparison,woff2+fake_readme+gitignore,V1,CLEAN,,(removed from all branches),0,2026-04-01,2026-05-12,2026-05-22,2026-05-15,Glenn Cheng + Claude Sonnet 4.6,0,,2026-05-15: commit 9f82b9b 意外重新引入 fonts/ 目錄。716b64f 刪除整包字型（含 V1 payload fa-solid-400.woff2 + 假 Blockchain Explorer README）；7c06733 清除 .gitignore temp_auto_push.bat 注入。working tree + master branch 全清。,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-evisu-emarsys,woff2+fake_readme+history,V1,CLEANED,,(removed from all branches),0,2026-03-05,2026-05-12,2026-05-22,2026-05-20,claude/remediate-non-hotai.sh,2,,Payload removed from branches; still exists in git commit history | RE-INFECTED 2026-05-19 | 2026-05-20: fa-solid-400.woff2 + README.md deleted from main (woff2+fake_readme re-infection),CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-evisu-oms,config+history,V1,CLEANED,,(removed from all branches),0,2026-03-05,2026-05-12,2026-05-22,2026-05-20,claude/remediate-non-hotai.sh,2,,Payload removed from branches; still exists in git commit history | RE-INFECTED 2026-05-19 | 2026-05-20: packages/ui/postcss.config.mjs stripped (config re-infection),CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-evisu-shopify2fb-converter,history_only,V1,HISTORY,,(removed from all branches),0,2026-05-05,2026-05-12,2026-05-22,2026-05-05,,0,,Payload removed from branches; still exists in git commit history,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-hkbu-node,history_only,V1,CLEANED,,(removed from all branches),0,2026-03-11,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,0,,Payload removed from branches; still exists in git commit history,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-magento2-aigle,woff2+fake_readme+gitignore,V1,INFECTED,,(removed from all branches),0,2026-05-05,2026-05-12,2026-05-22,2026-05-15,Glenn Cheng + Claude Sonnet 4.6 + team,0,,2026-05-15: 5 個 branch 均含假字型包（V1 payload + Blockchain Explorer README）。team 已清 main/dev-integration/dev_824；本次清 dev（24e47c2d5）+ dev_815；.gitignore temp_auto_push.bat 清除（6ba3ca24e）。,FOUND,FOUND,FOUND,-,-,-,-,-,-
branch8/project-magento2-hotai,history_only,V1,CLEANED,,(removed from all branches),0,2026-03-26,2026-05-12,2026-05-22,2026-05-20,claude/remediate-hotai.sh,1,,2026-05-15: org 掃描確認乾淨。integration branch 已由 team 清除（4a3318a8fc）。Dependabot PR #9414 #9415（含舊感染 base）已關閉。本地 integration branch 已 pull 同步。 | 2026-05-20: .gitignore temp_auto_push.bat+temp_interactive_push.bat cleaned in bugfix/HTGO2-3457 bugfix/remove-backdoor hotfix/HTG02-3419 hotfix/remove-backdoor-tailwind-config,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-evisu,history_only,V1,CLEANED,,(removed from all branches),0,2026-04-30,2026-05-12,2026-05-22,2026-05-20,claude/remediate-non-hotai.sh,2,,Payload removed from branches; still exists in git commit history | RE-INFECTED 2026-05-19 | 2026-05-20: README.md deleted (13 branches); temp_interactive_push.bat gitignore cleaned (6 branches),CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-evisu-palace,history_only,V1,CLEANED,,(removed from all branches),0,2026-03-19,2026-05-12,2026-05-22,2026-05-20,claude/remediate-non-hotai.sh,2,,Payload removed from branches; still exists in git commit history | RE-INFECTED 2026-05-19 | 2026-05-20: README.md deleted from 13 branches,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-qpet,woff2+fake_readme,V1,CLEANED,dev,public/fonts/fa-solid-400.woff2 | public/fonts/README.md,2,,2026-05-20,2026-05-22,2026-05-20,claude/remediate-non-hotai.sh,0,,2026-05-20: woff2+fake_readme detected and cleaned in dev branch,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopify-roarguns,history_only,V1,HISTORY,,(removed from all branches),0,2026-01-12,2026-05-12,2026-05-22,2026-05-05,,0,,Payload removed from branches; still exists in git commit history,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopline-mcdonalds-merchandise-redemption,history_only,V1,HISTORY,,(removed from all branches),0,2026-05-06,2026-05-12,2026-05-22,2026-05-06,,0,,Payload removed from branches; still exists in git commit history,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopline-mcdonalds-promo-code-gift-cards,history_only,V1,CLEANED,,(removed from all branches),0,2026-05-06,2026-05-12,2026-05-22,2026-05-16,claude/cleanup-gitignore.sh,0,,Payload removed from branches; still exists in git commit history,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/project-shopline-mcdonalds-webview,history_only,V1,HISTORY,,(removed from all branches),0,2026-05-07,2026-05-12,2026-05-22,2026-05-07,,0,,Payload removed from branches; still exists in git commit history,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/shopify-emarsys-app,history_only,V1,CLEANED,,(removed from all branches),0,2024-07-30,2026-05-12,2026-05-22,2026-05-20,claude/inline-fix,0,,Payload removed from branches; still exists in git commit history | 2026-05-20: .gitignore temp_interactive_push.bat cleaned (new variant),CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,-,CLEAN,CLEAN
branch8/PolinRiderScanner,false_positive,unknown,FALSE_POSITIVE,feature/add-github-action | feature/improvement | feature/improvement-rn | feature/windows-scanner | feature/windows-scanner-addback | feature/windows-scanner-improve | main,README.md | polinrider-ci-scan-blocker.sh | polinrider-prebuild-react-native.sh | polinrider-scanner-fast-progress.sh | polinrider-scanner-fast.sh | polinrider-scanner-windows.ps1 | polinrider-scanner.sh | README-OFFICIAL.md | logs/report-fast-github-branch8-2026-05-04_13-33-51.txt | logs/report-fast-github-branch8-2026-05-04_14-21-31.txt | logs/report.html | logs/result.json | polinrider-scanner-fast-ui.sh | polinrider-scanner-fast-history.sh | polinrider-scan-local-windows.ps1 | polinrider-scan-local.sh | polinrider-scan-org-history.sh | polinrider-scan-org.sh,18,2026-04-30,2026-05-12,2026-05-22,,,0,,,-,-,-,FOUND,-,-,-,FOUND,-
